polarity,subjectivity,num_reactions,length,num_words,month,dow,tod
0.23666666666666664,0.4633333333333335,4,250,41,3,6,6
0.5333333333333333,0.5666666666666667,1,49,9,3,4,2
0.0,1.0,7,111,23,3,2,21
0.1875,0.875,0,101,23,3,2,21
0.0,0.0,1,103,19,3,0,16
0.0,0.0,0,25,5,2,0,21
0.5,0.5,2,42,7,2,5,18
0.0,0.0,2,30,6,2,5,18
0.0,0.0,2,19,2,2,3,19
0.0,0.0,3,63,10,2,2,21
0.0,0.0,0,25,6,2,2,21
0.0,0.0,0,8,1,2,2,9
1.0,1.0,0,19,4,2,0,20
-0.6,0.8,27,58,9,2,0,12
0.8,1.0,1,42,9,2,5,17
0.075,0.32499999999999996,3,74,16,2,5,10
0.5,0.5,1,39,10,2,4,18
0.0,0.0,0,42,1,2,2,9
0.0,0.0,1,38,2,1,4,6
0.0,0.0,2,38,8,1,1,20
-0.15555555555555559,0.2888888888888889,18,127,24,1,4,10
0.4375,0.65,10,59,11,1,1,16
0.0,0.4666666666666666,3,72,13,12,2,21
0.25,0.46666666666666673,4,84,16,12,0,14
0.0,0.0,13,17,4,12,1,17
0.0,0.0,2,43,1,12,6,15
0.0,0.0,0,8,2,12,6,14
0.0,0.0,10,61,12,12,5,21
0.0625,0.8,0,81,13,12,3,21
0.4375,0.625,1,38,6,12,3,19
0.0,0.0,0,41,8,11,1,18
0.25,0.30000000000000004,4,77,12,11,5,3
-0.5,0.75,0,5,1,11,5,3
-0.75,0.8,0,30,4,11,2,8
0.1,0.4,2,5,1,11,2,8
0.0,0.0,5,20,1,11,6,22
1.0,0.9,1,16,2,11,6,22
0.0,0.0,0,52,7,11,5,5
0.1,0.4,1,5,1,11,3,4
0.016666666666666666,0.03333333333333333,0,76,12,10,5,6
-0.15555555555555559,0.2888888888888889,5,90,15,10,3,9
0.0,0.0,3,18,4,10,1,21
0.16,0.5399999999999999,0,18,4,10,6,0
-0.25,0.8,0,10,2,10,3,9
0.0,0.0,17,9,2,10,3,8
0.0,0.0,0,37,6,10,1,15
0.25,1.0,11,103,18,10,1,13
0.0,0.0,0,46,9,10,6,7
-0.22499999999999998,0.6749999999999999,4,31,5,10,4,4
-0.1,0.43333333333333335,0,112,21,10,1,3
0.0,0.0,2,93,17,10,0,7
-0.7,0.2,2,28,4,10,6,12
0.0,0.0,0,4,1,10,6,12
0.0,0.0,9,58,9,10,4,6
0.0,0.0,2,45,3,10,4,5
0.0,0.75,1,90,18,10,3,5
0.0,0.0,6,4,1,10,2,10
0.8,0.7,0,3,1,10,2,8
-0.5,1.0,1,57,11,10,2,5
0.2,0.1,0,25,4,10,0,6
-0.5,0.5357142857142857,5,118,15,10,5,7
0.0,0.0,1,31,5,10,4,4
0.5,0.5,0,15,2,10,4,4
0.375,1.0,1,113,22,9,2,23
0.13636363636363635,0.45454545454545453,2,140,25,9,2,0
0.0,0.0,2,19,5,9,1,19
0.0,0.0,5,88,17,9,1,16
0.18571428571428572,0.45714285714285713,0,190,34,9,1,2
0.0,0.0,5,98,19,9,0,22
0.0,0.0,31,91,11,9,4,18
0.0,0.0,1,48,10,9,2,22
0.625,0.625,5,83,15,9,2,21
0.0,0.0,0,59,11,9,2,19
0.0,0.0,0,58,1,9,2,11
0.0,0.0,0,68,4,9,1,18
0.0,0.0,1,16,4,9,0,16
-0.25,1.0,1,45,7,9,6,22
0.0,0.0,0,16,4,9,6,20
0.0,0.0,6,188,19,9,5,19
-0.4375,0.8125,1,51,9,9,4,20
-0.2125,0.575,0,63,11,9,4,18
0.0,0.0,0,121,24,9,3,19
-0.006249999999999999,0.19375,4,164,29,9,1,4
0.75,1.0,0,5,1,9,0,4
0.0,0.0,12,71,1,9,6,14
0.2111111111111111,0.662962962962963,29,167,27,9,4,20
0.2857142857142857,0.5357142857142857,2,82,14,9,3,10
0.125,1.0,2,4,1,9,2,12
0.0,0.0,2,114,21,9,2,2
0.21212121212121213,0.39318181818181813,7,402,67,8,1,8
0.0,0.0,5,46,3,8,1,5
0.0,0.0,1,32,6,8,0,22
0.0,0.0,4,5,1,8,6,19
-0.25,0.5,19,71,14,8,6,6
0.5,0.625,6,85,17,8,5,22
0.0,0.0,8,94,18,8,5,22
0.25,0.3333333333333333,13,69,10,8,5,22
0.0,0.0,2,17,3,8,5,22
0.0,0.0,1,23,5,8,5,15
-0.6,0.8,1,22,3,8,5,4
0.0,0.0,2,7,1,8,5,1
0.0,0.0,1,43,1,8,3,9
-0.4,0.6,0,32,8,8,3,8
0.8,0.9,0,21,4,8,3,8
-0.14583333333333334,0.3333333333333333,1,60,12,8,2,23
0.32499999999999996,0.5,1,76,12,8,1,21
0.0,0.0,0,80,15,8,0,15
-0.3,0.3,1,74,13,8,6,22
0.625,0.6,3,34,6,8,6,12
0.0,0.0,0,73,16,8,5,19
-0.5,0.6,4,38,9,8,5,15
0.75,0.75,0,33,6,8,5,13
0.13333333333333333,0.7999999999999999,6,41,8,8,4,10
-0.125,0.125,3,68,10,8,5,20
0.0,0.0,8,64,11,8,3,19
0.4,0.5,11,129,21,8,3,19
0.0,0.0,4,78,18,8,1,14
0.5,0.75,1,34,6,8,1,9
0.0,0.0,0,10,2,8,6,17
0.19999999999999996,0.4000000000000001,6,81,17,8,6,9
0.16,0.5399999999999999,2,23,4,7,5,19
0.10000000000000003,0.9,1,43,7,7,5,18
0.6666666666666666,1.0,1,52,11,7,3,14
0.0,0.0,1,42,9,7,6,4
0.2,0.9,0,31,5,7,5,9
0.0,0.0,6,31,4,7,4,21
0.0,0.0,3,55,12,7,4,12
0.5,1.0,1,53,9,7,3,20
0.2125,0.6333333333333333,4,92,16,7,0,22
-0.325,0.35833333333333334,6,165,38,7,6,12
0.0625,0.75,4,62,14,7,2,11
0.12000000000000002,0.37,1,134,23,7,4,19
0.0,0.0,0,26,3,6,1,21
-0.5,0.5,0,105,18,6,5,4
0.35,0.30000000000000004,0,66,13,6,2,20
1.0,1.0,1,21,3,6,1,18
0.0,0.0,6,80,16,6,1,18
-0.5,0.75,0,9,2,6,1,11
0.0,0.0,0,12,2,5,6,19
0.0,0.0,0,62,1,5,6,18
1.0,0.7,4,4,1,5,6,17
0.1,1.0,0,39,8,5,4,5
0.0,0.0,10,65,10,5,0,15
-0.15,0.39999999999999997,1,61,13,5,4,19
0.0,0.0,0,48,10,5,4,11
0.0,0.0,1,77,14,5,1,13
-0.16666666666666666,0.25,2,72,12,5,2,5
0.0,0.0,3,16,2,5,2,14
0.9,0.85,3,6,2,5,2,2
0.9375,1.0,2,69,16,5,1,12
0.0,0.0,0,42,1,5,0,13
-0.05,0.4,4,100,22,5,0,13
0.0,0.0,4,22,5,5,6,3
-0.1625,0.3875,0,36,7,4,1,10
0.0,0.0,0,58,12,4,1,9
0.0,0.0,1,39,1,4,1,9
0.0,0.0,0,40,8,4,1,0
0.25,1.0,4,23,3,4,5,13
0.0,0.0,1,58,1,4,2,14
-0.3333333333333333,0.75,10,58,12,4,5,13
0.0,0.0,0,40,4,4,2,11
0.0,0.0,0,37,4,4,2,10
0.08,0.26999999999999996,1,40,7,4,6,1
0.0,0.0,0,13,3,4,3,9
1.0,0.7,2,4,1,4,3,6
0.0,1.0,13,7,2,4,3,5
1.0,1.0,0,23,4,4,3,4
0.625,1.0,0,10,1,4,3,4
0.0,0.0,1,53,11,4,3,1
0.75,1.0,1,5,1,4,1,20
0.6388888888888888,0.7611111111111111,0,153,27,4,1,20
0.0,0.125,5,195,32,4,1,20
0.0,0.0,4,78,14,4,3,3
0.25,0.3,1,115,22,3,1,11
0.0,0.0,3,43,7,3,5,22
0.0,0.5,0,46,8,3,2,20
0.0,0.0,1,64,1,3,0,21
0.65625,0.85,0,18,3,3,0,21
0.0,0.0,0,72,1,3,0,20
0.0,0.0,1,85,1,3,0,20
-0.4,0.6,2,32,7,3,0,20
0.0,0.0,0,58,1,3,5,21
-0.5,0.75,1,34,7,3,5,21
0.0,0.0,2,58,1,3,5,21
-0.046875,0.75,2,40,8,3,3,17
0.0,0.0,1,29,5,3,6,15
0.35,0.65,0,26,6,3,6,4
0.0,0.0,1,17,4,3,5,21
0.016666666666666677,0.18333333333333335,0,135,31,3,5,10
0.0,0.0,0,55,10,3,3,23
0.0,0.0,1,96,19,3,3,5
0.0,0.5,0,44,8,3,0,14
0.3125,0.25,0,45,10,3,0,9
-0.1875,0.6666666666666666,4,82,15,3,6,6
0.0,0.0,0,21,3,3,2,6
0.0,0.0,1,12,2,3,1,22
0.0,0.0,1,22,3,3,1,19
0.4583333333333333,0.5833333333333334,0,92,17,2,3,20
0.0,0.0,0,18,4,2,3,17
0.8333333333333334,0.8333333333333334,1,77,15,2,2,6
0.2,0.30000000000000004,1,70,12,2,1,18
1.0,1.0,6,29,9,2,6,16
0.0,1.0,4,93,15,2,6,14
0.0,0.0,4,49,10,2,3,14
0.0,0.0,0,11,2,2,3,9
0.0,0.0,0,26,5,2,0,18
0.0,0.0,10,61,11,2,4,13
0.0,0.0,2,25,4,2,2,19
0.0,0.0,0,59,12,2,4,17
-0.625,1.0,1,78,14,2,4,15
-0.05,0.4,2,34,8,2,4,14
0.0,0.5,0,32,9,2,4,14
0.75,0.75,1,69,14,2,3,21
0.35,0.65,0,52,11,2,3,12
0.8,1.0,3,79,16,1,2,19
0.6,0.65,0,64,5,1,4,18
0.37878787878787873,0.6515151515151515,2,113,21,1,3,20
0.37878787878787873,0.6515151515151515,0,59,8,1,3,19
0.0,0.0,0,97,1,1,3,7
0.0,0.0,1,91,1,1,3,7
0.5,0.5,4,80,16,1,2,16
0.11666666666666665,0.15,0,216,43,1,1,14
-0.19999999999999998,0.30833333333333335,4,147,24,1,1,14
0.0,0.0,0,25,5,1,0,8
1.0,1.0,0,19,4,1,6,8
1.0,1.0,1,29,8,1,4,16
-0.5,0.8,2,93,20,12,4,17
0.0,0.0,1,24,5,12,4,16
-0.1953125,0.34375,2,114,22,12,3,15
-0.78125,0.6,3,107,21,12,3,5
-0.75,0.8,0,126,23,12,1,18
0.0,0.0,0,31,8,12,4,4
0.0,0.0,2,111,1,12,0,18
-0.25,0.75,0,46,9,12,5,18
0.0,0.1,0,126,22,12,5,13
0.0,0.0,0,102,1,12,5,4
0.0,0.0,0,97,1,12,5,4
0.625,0.625,2,82,14,12,4,15
-0.3,0.6,0,77,16,12,4,9
0.0,0.0,0,31,6,12,6,11
-0.5,0.55,0,69,10,12,5,21
0.0,0.0,2,67,12,12,5,18
0.5,1.0,4,51,12,11,6,6
0.0,0.0,1,27,4,11,4,0
0.0,0.0,2,69,14,11,5,17
0.0,0.0,2,29,6,11,2,5
0.0,1.0,0,36,6,11,1,1
0.033333333333333326,0.5750000000000001,1,124,23,11,0,9
0.5,0.8888888888888888,1,151,27,11,6,22
0.2857142857142857,0.5357142857142857,4,36,8,11,6,22
0.0,0.3,2,32,7,11,6,16
0.0,0.0,1,40,9,10,2,12
0.25,0.3333333333333333,0,11,2,10,6,11
0.2857142857142857,0.5357142857142857,0,148,27,10,5,13
-0.15000000000000002,0.75,3,100,19,10,4,19
0.0,0.0,1,41,8,10,4,11
0.35,0.35000000000000003,5,98,20,10,3,13
0.0,0.0,1,79,1,10,3,13
0.0,0.0,0,76,15,10,1,14
1.0,1.0,11,46,10,10,6,20
-0.8,0.9,2,37,8,10,6,18
0.0,0.0,0,11,2,10,6,18
0.07499999999999998,0.675,0,21,5,10,3,19
-0.15555555555555559,0.2888888888888889,0,32,7,10,1,11
-0.35833333333333334,0.4749999999999999,3,186,37,10,0,13
-0.3,0.3,5,113,21,10,5,14
0.0,0.0,0,30,3,9,4,0
0.0,0.0,0,14,2,9,6,16
0.2,0.30000000000000004,0,43,9,9,6,3
0.0,0.5,2,65,13,9,6,2
-0.2,0.65,1,66,15,9,4,17
-0.4,0.4,0,52,9,9,2,12
0.2,0.2,1,46,9,9,1,22
-0.5571428571428572,0.7785714285714285,3,49,9,9,5,13
0.0,0.0,0,45,9,9,4,3
0.3,0.0,2,154,27,9,2,20
-0.8,0.95,0,29,6,9,0,20
0.0,0.0,0,18,4,9,5,14
0.0,0.0,9,76,13,8,4,15
-0.28452380952380957,0.7821428571428571,3,78,14,8,4,12
-0.6,1.0,0,36,5,8,3,14
0.35,0.65,1,23,3,8,1,12
0.0,0.0,1,30,6,8,6,17
0.0,0.0,1,22,3,8,6,16
0.0,0.0,2,68,1,8,4,19
-0.6,0.7,0,38,7,8,3,17
0.0,0.0,1,22,4,8,4,10
0.5,0.5,0,45,8,8,3,18
0.0,0.0,0,34,7,8,1,10
-0.2375,0.2375,2,20,4,8,0,18
0.016666666666666666,0.2833333333333333,5,67,11,7,3,19
0.45535714285714285,0.6071428571428571,4,55,10,7,1,11
0.0,0.0,0,37,1,7,0,14
0.0,0.0,1,29,9,7,6,19
0.0,0.0,0,31,6,7,1,18
0.5,0.875,2,41,9,7,0,3
0.0,0.0,0,8,1,7,5,21
-0.0785714285714286,0.5089285714285714,3,170,31,7,4,19
0.0,0.0,0,51,1,7,0,21
-0.6,0.8,2,12,2,7,4,18
0.0,0.0,0,69,14,7,2,15
0.0,0.0,3,50,1,7,2,8
0.0,0.0,2,51,1,7,2,8
0.0,0.0,1,30,7,7,1,21
0.0,0.0,1,43,1,7,1,18
0.0,0.0,0,16,3,7,1,17
0.0,0.0,1,35,6,7,1,11
0.4,0.5,1,83,18,7,6,17
0.0,0.0,0,50,9,7,4,15
0.15714285714285714,0.4,0,94,10,7,2,13
0.7,0.6000000000000001,1,66,12,6,0,21
0.375,0.75,0,46,12,6,0,21
-0.25,1.0,0,109,18,6,0,20
0.075,0.32499999999999996,0,27,6,6,4,7
-0.175,0.175,3,66,9,6,2,12
0.0,0.0,0,34,6,6,1,7
-0.25,1.0,0,109,18,6,0,18
0.0,0.0,0,54,11,6,6,19
0.5,0.5,0,37,7,6,6,18
0.3,0.9,1,89,19,6,2,0
0.0,0.0,0,37,1,5,5,16
0.0,0.0,0,43,6,5,5,1
-0.175,0.65,1,82,14,5,4,22
-0.1,1.0,2,83,15,5,0,9
0.0,0.0,0,19,3,4,5,19
-0.25,0.75,0,25,5,3,4,19
0.075,0.32499999999999996,0,34,8,3,5,18
0.0,0.0,0,40,9,3,6,17
0.0,0.0,0,14,4,2,3,17
0.0,0.0,0,46,8,2,1,13
0.0,0.0,0,31,7,1,4,17
0.1,1.0,0,20,4,12,4,18
0.0,0.0,0,15,2,11,4,9
0.0,0.0,0,22,5,11,5,7
0.0,0.0,0,75,17,11,2,16
0.0,0.0,0,30,6,10,0,18
0.0,0.0,0,29,6,10,3,15
0.0,0.0,0,25,3,10,5,9
0.0,0.0,0,17,3,9,6,13
0.2,0.4,0,23,5,7,6,18
0.0,0.0,0,11,3,6,6,19
0.0,0.0,0,24,6,5,2,11
0.0625,0.5,0,55,9,5,6,14
0.0,0.0,0,16,3,5,0,19
0.0,0.0,0,54,10,4,3,18
-0.5,0.5,0,37,7,4,0,18
-0.2916666666666667,0.5416666666666666,0,23,5,4,6,16
0.0,0.0,0,14,2,3,4,10
0.0,0.0,0,46,10,3,2,15
0.0,0.0,0,13,2,3,0,11
0.0,0.0,0,16,3,2,2,12
0.35,0.65,0,17,2,2,3,5
0.0,0.0,0,27,2,2,0,14
0.0,0.0,0,30,5,2,1,13
0.4166666666666667,0.5,0,28,5,1,2,14
0.0,0.0,0,19,5,12,5,20
0.0,0.0,0,26,6,11,5,19
0.4,0.5,0,52,10,10,3,16
0.75,0.95,0,22,2,9,3,17
0.0,0.0,0,31,3,9,5,13
-0.7,0.2,0,18,2,8,0,19
